State,Year,Crop,Temperature,Rainfall,Humidity,Soil_pH,Nitrogen,Phosphorus,Potassium,Organic_Carbon,Area,Production,Yield
Haryana,2019,Cotton,31.1,1386.4,69.5,6.97,79.4,32.0,42.2,0.72,167.5,169.33,1.01
Uttar Pradesh,2017,Cotton,32.9,2091.0,43.8,6.02,32.6,78.9,13.5,0.39,89.7,45.75,0.51
Tamil Nadu,2016,Sugarcane,22.3,1367.2,36.3,7.27,119.5,73.0,89.0,1.4,56.4,4196.52,74.45
Rajasthan,2017,Groundnut,23.1,1316.3,31.6,7.14,69.5,37.7,94.9,0.49,469.5,281.68,0.6
Uttar Pradesh,2021,Rice,25.9,2267.5,47.5,4.56,44.7,71.3,65.7,1.91,455.7,1013.78,2.22
Tamil Nadu,2012,Wheat,22.7,1985.3,53.7,6.37,82.8,12.3,82.6,0.97,386.2,461.05,1.19
Tamil Nadu,2013,Sugarcane,39.6,2277.2,63.1,7.47,140.3,32.0,20.9,1.75,126.8,6996.28,55.19
Haryana,2014,Rice,35.4,584.7,47.6,6.5,42.3,60.9,34.2,2.23,162.5,315.59,1.94
West Bengal,2015,Soybean,19.1,1334.7,89.0,7.62,130.3,25.5,39.3,0.4,333.3,384.87,1.15
Haryana,2010,Wheat,15.1,2114.1,47.5,6.3,74.4,23.9,96.5,2.47,146.6,181.84,1.24
Tamil Nadu,2013,Wheat,16.1,322.3,56.5,8.43,37.8,70.3,56.1,1.68,265.8,447.2,1.68
Punjab,2020,Cotton,21.1,1996.9,36.2,5.67,130.3,53.1,10.7,0.32,326.0,214.49,0.66
Uttar Pradesh,2021,Maize,17.9,498.3,45.6,4.87,146.1,79.2,44.2,0.92,260.1,927.49,3.57
Haryana,2019,Rice,28.3,2029.9,32.9,6.22,57.9,19.4,10.7,2.24,207.2,443.7,2.14
West Bengal,2022,Wheat,36.4,1549.4,63.6,6.67,59.5,34.9,31.4,1.57,174.6,123.11,0.71
Maharashtra,2014,Rice,33.4,523.4,75.1,5.9,70.8,31.8,50.9,0.86,389.1,752.6,1.93
Madhya Pradesh,2016,Groundnut,20.4,1209.7,41.7,5.47,125.8,71.6,39.1,2.36,369.8,216.71,0.59
Tamil Nadu,2022,Sugarcane,25.0,1720.7,52.1,7.19,21.4,27.9,12.9,2.01,348.4,11488.78,32.97
Rajasthan,2014,Sugarcane,27.7,1602.9,31.0,6.01,49.1,34.7,20.5,1.89,188.0,7368.18,39.2
Maharashtra,2022,Maize,35.3,1096.8,80.4,7.03,111.8,20.0,59.6,2.24,388.1,1675.98,4.32
Karnataka,2022,Wheat,36.0,2253.4,76.8,7.62,72.7,64.3,72.6,1.97,478.9,613.58,1.28
Gujarat,2010,Groundnut,37.7,1322.2,33.8,7.54,62.9,26.6,46.4,0.86,344.8,148.97,0.43
West Bengal,2020,Cotton,27.7,1289.4,51.9,6.0,133.4,14.8,75.8,1.54,204.5,332.17,1.62
Rajasthan,2016,Wheat,32.4,202.5,87.3,6.77,139.3,40.5,24.7,2.14,398.4,961.67,2.41
Gujarat,2017,Rice,17.8,2309.2,53.5,6.3,143.2,37.4,21.0,0.62,305.0,736.75,2.42
West Bengal,2022,Soybean,29.1,483.9,61.6,7.98,55.4,22.4,85.6,0.57,439.0,745.9,1.7
Punjab,2016,Sugarcane,21.2,1344.4,51.3,8.02,138.6,19.4,40.5,0.57,356.9,9484.38,26.58
Madhya Pradesh,2020,Rice,25.8,2018.7,65.8,5.87,115.8,72.8,48.9,0.65,385.2,1418.14,3.68
Maharashtra,2023,Maize,30.9,577.9,88.7,4.87,40.0,14.7,95.3,0.44,334.1,619.15,1.85
Uttar Pradesh,2022,Sugarcane,21.4,1342.1,89.9,5.17,99.3,17.0,48.2,2.13,46.9,1440.71,30.71
West Bengal,2013,Cotton,16.3,639.7,76.5,5.97,23.4,27.2,10.3,2.08,243.1,190.47,0.78
Uttar Pradesh,2017,Sugarcane,15.3,1911.3,54.3,6.76,112.1,76.7,94.4,0.55,29.2,1929.92,66.12
Madhya Pradesh,2014,Soybean,15.6,1432.6,59.7,7.13,115.4,16.0,11.3,1.82,224.3,176.05,0.78
Tamil Nadu,2019,Groundnut,15.2,2147.1,51.4,5.83,122.6,67.1,69.6,1.64,358.5,307.29,0.86
Karnataka,2018,Wheat,17.8,2241.7,89.1,7.17,42.4,72.4,39.1,0.84,211.2,254.47,1.2
Maharashtra,2021,Soybean,21.0,1639.4,72.5,8.25,101.7,36.5,52.3,0.72,1.8,0.94,0.52
Madhya Pradesh,2021,Groundnut,20.5,1827.2,56.9,7.11,43.3,30.6,59.3,0.78,185.3,68.24,0.37
Madhya Pradesh,2019,Soybean,39.7,1395.6,30.7,5.13,143.1,57.4,46.8,1.88,34.8,24.75,0.71
Punjab,2014,Wheat,22.7,991.9,61.2,6.82,107.8,59.2,79.7,0.93,390.5,1260.85,3.23
Gujarat,2010,Sugarcane,18.2,1637.9,89.0,6.67,32.4,64.6,93.8,0.84,392.1,19700.33,50.24
Karnataka,2021,Maize,28.6,2275.3,61.4,7.98,44.3,68.1,17.8,0.25,403.4,500.37,1.24
Maharashtra,2018,Wheat,36.4,1070.9,40.9,5.9,106.2,28.8,82.0,2.29,16.1,32.72,2.03
Tamil Nadu,2021,Wheat,32.0,820.3,31.3,6.19,82.0,58.1,21.6,1.93,17.1,33.53,1.96
Tamil Nadu,2014,Groundnut,22.4,1001.7,51.3,6.89,115.7,19.4,17.2,1.29,451.8,371.6,0.82
Haryana,2015,Cotton,29.0,1116.7,85.1,6.6,56.5,45.8,96.0,2.37,62.7,129.78,2.07
Madhya Pradesh,2013,Sugarcane,32.9,230.2,89.8,7.38,105.5,52.9,54.0,0.88,335.4,14730.71,43.92
West Bengal,2015,Wheat,33.2,1271.2,86.7,4.66,43.0,21.3,23.7,1.75,397.9,205.76,0.52
Punjab,2021,Maize,31.7,1261.1,73.8,6.75,90.7,15.4,61.3,0.9,224.5,619.21,2.76
Karnataka,2017,Rice,36.8,1491.7,63.5,4.99,144.5,23.6,33.7,0.92,273.7,524.13,1.92
Tamil Nadu,2012,Sugarcane,36.8,938.9,65.4,5.76,101.7,39.4,51.8,2.14,114.5,5553.86,48.52
Maharashtra,2014,Cotton,29.5,1552.1,62.3,7.15,26.5,72.1,66.2,2.01,461.9,510.94,1.11
Haryana,2011,Soybean,25.7,2201.6,72.4,5.13,148.5,47.2,88.2,0.88,151.6,152.05,1.0
Maharashtra,2023,Wheat,31.0,2390.9,55.1,5.74,40.4,62.4,10.3,0.39,109.7,86.52,0.79
Punjab,2011,Maize,35.5,1479.8,70.2,7.31,113.3,22.2,29.3,1.02,263.2,607.29,2.31
West Bengal,2022,Sugarcane,15.1,154.3,37.3,7.1,89.2,17.4,18.7,1.95,96.1,1631.8,16.99
Haryana,2016,Maize,39.8,2424.6,45.9,4.86,58.3,26.8,18.7,0.43,343.7,181.24,0.53
Haryana,2019,Maize,19.6,1779.4,80.2,6.81,43.1,32.0,95.1,1.75,258.0,514.55,1.99
Gujarat,2022,Groundnut,26.8,873.1,84.2,5.09,43.1,48.4,94.2,2.25,74.8,73.75,0.99
Karnataka,2019,Soybean,36.8,410.5,62.3,5.51,131.6,71.7,77.4,0.61,34.6,68.37,1.98
Haryana,2023,Cotton,20.6,401.4,31.9,6.34,133.5,39.8,67.9,2.18,69.3,100.67,1.45
Gujarat,2020,Sugarcane,26.9,461.0,85.6,4.94,80.5,46.3,86.3,0.32,69.2,1803.08,26.07
Gujarat,2019,Wheat,18.3,161.7,72.1,8.47,33.5,10.3,15.3,1.73,157.1,117.88,0.75
Punjab,2015,Cotton,24.9,2260.3,54.8,5.16,134.9,12.3,20.8,2.02,416.8,184.85,0.44
Uttar Pradesh,2013,Wheat,19.4,1374.9,65.9,7.63,83.3,15.9,38.5,1.22,29.6,29.6,1.0
Maharashtra,2014,Rice,24.1,1764.9,55.8,7.82,77.0,58.9,84.9,0.67,64.9,261.09,4.02
West Bengal,2010,Maize,24.3,2078.9,57.9,8.48,73.0,44.0,52.5,2.33,152.1,198.48,1.3
Rajasthan,2016,Rice,39.8,1989.3,83.2,6.21,67.5,23.5,55.3,0.25,277.1,513.32,1.85
Maharashtra,2017,Groundnut,39.9,2212.4,39.7,8.0,88.4,51.5,30.6,1.48,381.7,204.13,0.53
Haryana,2018,Maize,17.9,2419.8,36.2,8.33,98.6,48.1,68.4,1.06,460.7,659.52,1.43
West Bengal,2017,Soybean,33.1,1125.7,30.2,5.19,80.6,16.2,89.9,1.26,206.6,201.48,0.98
Tamil Nadu,2014,Cotton,16.3,2378.3,48.8,6.42,136.6,54.8,39.7,1.43,53.8,42.64,0.79
Uttar Pradesh,2012,Wheat,15.8,1822.1,38.8,4.74,61.3,63.7,65.7,1.43,107.5,99.08,0.92
Tamil Nadu,2019,Groundnut,17.6,223.1,43.2,6.98,95.2,30.1,39.9,0.67,144.3,113.34,0.79
Tamil Nadu,2020,Soybean,39.1,1720.4,30.7,6.83,59.0,58.1,81.3,1.76,393.3,316.07,0.8
Karnataka,2018,Wheat,38.5,1732.5,43.6,5.32,117.9,24.0,52.7,0.24,343.6,182.07,0.53
Maharashtra,2015,Cotton,19.8,2269.4,50.0,7.69,33.3,63.0,40.6,0.25,105.3,55.26,0.52
Rajasthan,2014,Sugarcane,19.0,963.7,31.9,4.65,44.5,73.8,47.8,1.3,419.5,11352.29,27.06
Punjab,2022,Groundnut,21.0,1483.0,66.5,7.72,124.2,40.9,18.2,1.45,429.7,218.69,0.51
Rajasthan,2012,Rice,27.9,79.9,64.1,4.61,43.8,27.1,88.0,0.83,441.3,538.69,1.22
Tamil Nadu,2015,Rice,29.2,863.6,35.8,7.13,101.3,37.9,96.2,1.47,138.2,491.16,3.55
Haryana,2012,Wheat,20.5,202.5,65.7,4.82,146.1,27.5,53.0,1.39,67.7,115.93,1.71
Uttar Pradesh,2019,Wheat,33.9,1328.6,89.9,5.5,88.0,10.1,29.9,1.0,52.9,38.08,0.72
Madhya Pradesh,2021,Wheat,22.7,2052.7,86.7,7.39,44.4,55.5,69.8,1.7,200.6,285.17,1.42
Rajasthan,2015,Groundnut,38.1,555.8,30.2,5.62,61.7,13.0,50.7,2.4,215.2,209.98,0.98
Tamil Nadu,2013,Cotton,31.4,1342.2,77.7,6.54,127.0,24.7,32.7,1.33,434.2,491.94,1.13
Uttar Pradesh,2011,Sugarcane,25.9,549.8,51.2,8.16,65.7,60.6,13.5,2.01,134.6,2912.0,21.63
West Bengal,2017,Rice,34.7,345.7,33.8,4.7,114.1,56.6,90.1,0.77,313.8,626.97,2.0
Maharashtra,2013,Soybean,35.4,1301.9,47.8,7.74,121.1,15.1,81.7,1.95,394.3,592.72,1.5
Gujarat,2018,Maize,22.3,243.9,49.3,4.76,85.2,56.2,84.6,1.69,135.3,414.86,3.07
Karnataka,2016,Groundnut,23.5,1489.0,61.4,5.01,121.8,75.1,49.6,1.67,134.3,72.87,0.54
Uttar Pradesh,2021,Groundnut,38.4,126.8,69.7,4.98,61.2,15.2,77.8,2.25,334.9,179.98,0.54
Haryana,2011,Cotton,19.1,311.5,74.9,8.48,87.1,39.1,62.3,0.74,363.3,222.13,0.61
Haryana,2013,Rice,16.1,1397.5,44.8,5.22,109.3,61.1,43.7,1.05,479.9,924.99,1.93
Uttar Pradesh,2014,Sugarcane,26.4,1498.9,49.3,8.09,41.8,56.7,85.8,0.39,425.1,16034.52,37.72
Haryana,2012,Cotton,35.0,121.0,48.5,8.46,55.6,25.9,99.9,1.87,411.2,295.86,0.72
Maharashtra,2018,Soybean,34.3,1454.8,51.8,6.04,104.8,21.4,90.9,2.14,346.5,361.37,1.04
Haryana,2022,Rice,38.0,2104.3,90.0,7.02,105.2,64.9,79.9,1.13,60.1,178.71,2.97
Rajasthan,2014,Cotton,28.3,1819.7,76.7,7.62,84.1,76.9,77.3,1.02,404.8,422.35,1.04
Gujarat,2011,Rice,17.5,371.4,88.5,6.07,123.4,63.7,68.5,1.71,467.7,1250.3,2.67
Haryana,2020,Rice,29.7,1501.6,71.6,5.15,82.7,77.4,86.8,0.37,196.0,521.66,2.66
Gujarat,2012,Groundnut,34.5,1697.0,54.4,6.24,134.6,52.3,54.4,0.88,157.5,118.12,0.75
Tamil Nadu,2023,Sugarcane,17.3,141.2,53.4,7.59,115.7,75.0,26.4,1.04,261.7,7589.02,29.0
Punjab,2018,Groundnut,19.3,2145.6,59.3,7.62,60.9,58.3,79.1,1.39,478.3,329.2,0.69
Maharashtra,2016,Maize,15.3,2270.4,55.0,5.42,71.4,73.6,92.8,1.3,26.4,45.31,1.72
Punjab,2011,Sugarcane,29.8,2133.6,79.7,5.2,106.8,21.3,40.7,0.68,354.7,10443.35,29.44
Tamil Nadu,2018,Rice,37.2,2070.3,57.9,8.18,136.3,67.1,80.5,1.44,407.5,1310.04,3.21
Maharashtra,2023,Cotton,31.8,1875.2,47.7,4.68,43.2,23.8,34.6,2.33,394.6,105.75,0.27
Uttar Pradesh,2013,Soybean,39.6,1601.9,76.5,7.44,86.9,11.9,94.8,0.26,283.8,165.05,0.58
Uttar Pradesh,2022,Sugarcane,16.6,1712.6,81.3,4.69,35.4,46.2,71.5,1.76,460.4,13538.97,29.41
Gujarat,2018,Maize,37.6,2025.7,55.2,7.85,56.3,32.3,61.2,1.64,68.1,102.29,1.5
Tamil Nadu,2022,Rice,35.4,1673.1,70.1,8.12,109.2,13.0,80.2,2.33,123.3,301.36,2.44
Gujarat,2011,Soybean,22.9,852.9,33.5,5.69,30.1,78.6,83.2,1.68,154.2,356.73,2.31
Karnataka,2021,Sugarcane,39.3,971.1,61.8,4.8,106.1,56.7,90.3,1.64,5.3,241.42,45.3
Haryana,2019,Groundnut,22.2,2247.8,32.7,6.42,137.1,73.1,91.1,1.97,186.0,234.26,1.26
Madhya Pradesh,2021,Groundnut,37.2,91.9,31.8,5.69,146.0,79.9,14.7,0.82,81.2,96.76,1.19
Karnataka,2013,Sugarcane,37.0,1762.1,66.8,6.17,48.2,37.4,21.1,1.57,362.6,14281.81,39.39
Haryana,2014,Sugarcane,33.9,2389.2,48.2,7.16,117.4,27.8,84.3,1.39,208.1,15185.39,72.99
Maharashtra,2011,Sugarcane,29.1,1780.3,74.6,5.34,140.4,22.9,95.1,1.21,352.5,21275.55,60.35
Gujarat,2019,Soybean,18.0,2485.1,83.8,5.93,31.9,46.1,37.7,0.38,147.5,82.56,0.56
Maharashtra,2010,Groundnut,28.3,1734.5,38.4,7.63,73.8,52.4,10.8,0.87,66.8,39.58,0.59
Maharashtra,2016,Cotton,23.9,134.2,73.5,7.08,139.5,43.1,39.0,0.84,66.9,82.13,1.23
Haryana,2019,Maize,34.8,2076.2,60.9,5.81,46.4,37.1,44.5,1.87,102.4,143.15,1.4
Tamil Nadu,2010,Maize,34.0,747.3,36.7,7.16,141.4,21.8,78.5,2.32,58.5,333.31,5.7
Haryana,2020,Rice,37.8,1142.8,69.1,7.56,88.5,40.9,14.3,0.73,111.1,232.86,2.1
West Bengal,2020,Wheat,15.4,814.6,66.6,6.87,33.0,16.0,29.1,0.37,289.9,415.07,1.43
Uttar Pradesh,2017,Cotton,35.2,708.0,60.9,5.46,78.5,70.6,90.5,2.5,128.9,196.2,1.52
Uttar Pradesh,2012,Groundnut,38.5,1106.9,85.6,4.5,62.4,13.3,23.9,1.79,172.1,45.91,0.27
Karnataka,2023,Rice,34.7,977.9,61.3,7.71,56.7,36.6,78.3,2.24,27.3,76.74,2.81
Uttar Pradesh,2019,Rice,18.3,1601.7,89.4,7.79,90.4,17.0,42.5,0.53,446.2,1120.1,2.51
Haryana,2015,Sugarcane,17.0,2042.2,60.6,7.29,82.9,64.2,69.6,2.04,69.9,4504.48,64.4
Rajasthan,2016,Wheat,15.5,777.9,37.0,4.81,82.7,31.9,16.6,2.07,175.0,192.97,1.1
Gujarat,2019,Groundnut,30.7,573.6,58.2,6.84,31.5,17.9,35.8,0.55,190.4,142.06,0.75
Haryana,2010,Wheat,30.7,1683.9,40.9,7.78,124.3,47.2,48.2,0.57,386.3,504.33,1.31
Haryana,2023,Cotton,39.7,1692.3,65.8,6.06,82.6,74.1,87.1,0.88,242.3,232.89,0.96
Madhya Pradesh,2015,Wheat,25.0,2257.8,71.6,5.29,126.7,73.6,60.7,0.7,192.1,188.2,0.98
Gujarat,2016,Rice,23.3,89.1,58.1,6.85,127.2,27.5,14.1,2.44,348.2,713.53,2.05
West Bengal,2015,Wheat,30.6,2139.9,35.9,7.81,61.2,60.4,82.2,1.03,298.9,403.01,1.35
Uttar Pradesh,2013,Wheat,35.6,1326.5,58.1,4.7,20.6,12.1,14.9,1.95,40.0,16.31,0.41
Gujarat,2010,Maize,38.4,1572.2,34.9,6.89,138.5,19.2,94.1,2.05,157.0,501.01,3.19
Uttar Pradesh,2020,Groundnut,35.1,273.9,70.9,7.07,118.9,45.0,29.1,1.09,489.3,517.54,1.06
Karnataka,2018,Groundnut,25.7,1109.9,77.4,6.91,33.9,26.0,53.9,1.77,242.2,161.74,0.67
Gujarat,2013,Rice,30.9,606.9,87.7,7.1,111.2,65.9,16.5,0.45,212.7,552.33,2.6
Uttar Pradesh,2016,Soybean,36.4,672.9,38.9,7.03,22.6,75.2,60.6,1.11,75.8,157.59,2.08
West Bengal,2016,Wheat,27.3,1285.0,61.9,5.02,23.6,10.3,54.8,2.42,419.7,200.59,0.48
Punjab,2011,Wheat,20.4,2040.5,64.1,5.44,88.4,26.3,46.9,0.59,67.5,49.38,0.73
Maharashtra,2010,Sugarcane,19.2,1872.3,85.3,6.98,32.5,40.8,13.2,1.09,53.4,1548.89,28.99
Maharashtra,2017,Groundnut,15.0,1497.9,67.6,4.57,145.4,49.4,89.1,2.02,220.1,132.1,0.6
West Bengal,2017,Wheat,33.0,1371.6,38.7,7.04,136.2,74.1,82.2,1.73,218.9,435.02,1.99
Madhya Pradesh,2016,Groundnut,17.8,1096.9,56.2,7.16,104.5,72.4,67.0,1.65,490.8,489.02,1.0
Punjab,2023,Wheat,21.1,2433.1,69.3,5.46,28.3,54.6,61.5,2.16,64.6,48.16,0.74
Karnataka,2017,Maize,22.4,1422.5,72.0,6.89,62.2,28.0,72.5,0.27,242.4,555.6,2.29
West Bengal,2012,Rice,29.0,672.2,81.8,6.64,68.3,64.8,23.0,1.97,101.4,266.87,2.63
Maharashtra,2020,Groundnut,24.9,613.7,40.8,5.54,82.5,24.2,93.9,2.23,351.2,768.12,2.19
Maharashtra,2011,Cotton,31.9,1547.8,87.1,6.35,42.0,77.6,35.6,0.24,196.5,141.41,0.72
Maharashtra,2016,Rice,16.4,1330.9,33.5,8.14,95.1,10.4,69.1,1.49,324.6,581.02,1.79
Tamil Nadu,2017,Sugarcane,18.1,68.9,89.0,6.21,76.7,49.9,64.6,1.0,169.9,5080.48,29.91
West Bengal,2010,Rice,27.5,2083.7,81.5,7.02,143.1,16.2,67.3,0.32,282.7,1048.32,3.71
Haryana,2021,Wheat,23.4,1775.1,69.6,4.64,141.7,38.5,89.1,1.16,235.1,296.17,1.26
Karnataka,2019,Sugarcane,22.4,1671.5,74.1,4.81,93.5,54.4,36.6,1.68,187.8,7438.2,39.61
Maharashtra,2018,Rice,16.7,218.5,34.4,4.83,103.8,58.3,77.4,2.31,269.2,412.27,1.53
Uttar Pradesh,2022,Sugarcane,37.4,937.0,32.5,7.61,37.9,65.0,63.9,1.63,192.5,8608.0,44.71
West Bengal,2020,Cotton,32.3,2341.7,36.1,5.9,49.0,51.5,16.8,2.17,403.2,192.79,0.48
Tamil Nadu,2013,Rice,18.0,2163.3,35.2,5.41,137.1,27.6,47.3,0.48,248.1,390.75,1.57
West Bengal,2023,Groundnut,16.6,749.6,62.8,7.49,110.9,72.2,85.4,0.68,451.7,753.64,1.67
Karnataka,2021,Groundnut,39.4,434.8,42.9,5.18,44.6,66.8,38.4,2.43,112.2,79.81,0.71
Tamil Nadu,2023,Soybean,32.0,1150.3,81.6,5.49,94.1,21.2,53.4,2.24,56.9,45.54,0.8
Karnataka,2013,Wheat,25.4,921.8,56.7,6.22,141.5,67.9,54.0,0.74,191.1,558.16,2.92
West Bengal,2012,Sugarcane,32.5,1721.5,71.7,5.83,64.9,78.1,65.6,1.63,92.6,7058.76,76.19
Haryana,2015,Soybean,33.9,2417.8,69.2,6.84,44.2,54.6,89.6,1.03,197.2,197.65,1.0
Karnataka,2010,Soybean,34.5,939.4,49.2,5.85,142.5,29.7,25.6,1.28,104.5,203.02,1.94
Tamil Nadu,2015,Maize,26.9,202.4,44.6,6.07,80.0,52.5,55.4,2.18,434.2,1372.2,3.16
Tamil Nadu,2011,Sugarcane,25.7,2249.2,50.5,7.95,74.2,34.0,48.2,1.89,284.4,12208.86,42.93
Karnataka,2018,Soybean,15.3,143.0,77.8,8.04,54.8,57.3,36.6,0.75,249.3,179.58,0.72
Rajasthan,2011,Maize,38.2,2384.3,65.2,7.81,135.9,48.1,92.8,0.93,394.1,778.87,1.98
West Bengal,2016,Soybean,30.1,1678.2,45.2,7.96,129.9,75.1,10.7,0.87,66.1,76.37,1.16
Rajasthan,2021,Wheat,20.1,2357.1,79.1,6.78,72.4,53.3,21.0,2.0,428.7,480.42,1.12
Madhya Pradesh,2010,Cotton,38.0,539.2,33.3,7.08,24.0,25.0,76.0,1.33,242.2,244.94,1.01
West Bengal,2021,Maize,37.9,149.7,72.0,6.73,78.1,60.8,33.7,2.39,69.1,191.34,2.77
Karnataka,2016,Cotton,39.7,1246.1,56.3,7.64,43.5,31.1,75.1,2.08,409.9,394.18,0.96
Punjab,2014,Sugarcane,36.9,1154.0,73.9,6.7,38.6,29.1,84.9,0.69,230.9,8459.46,36.63
Karnataka,2017,Wheat,39.9,862.2,85.6,4.94,71.1,37.4,32.9,2.01,302.7,301.11,0.99
Rajasthan,2013,Maize,21.1,2396.3,75.0,7.74,32.9,10.8,27.3,1.36,446.9,592.08,1.32
Haryana,2021,Sugarcane,36.1,2065.3,56.5,7.54,144.5,77.8,23.1,0.78,445.5,34719.95,77.94
Karnataka,2019,Soybean,35.6,1670.9,39.1,7.78,26.2,47.3,28.0,1.04,446.5,231.1,0.52
Karnataka,2016,Groundnut,20.8,449.0,78.4,5.26,72.2,64.1,34.0,2.44,209.0,215.24,1.03
Haryana,2015,Rice,17.5,1849.1,57.6,5.59,41.2,28.0,88.2,1.31,375.1,843.67,2.25
Karnataka,2014,Sugarcane,39.5,1831.2,34.5,5.68,109.5,62.3,79.3,1.86,117.4,9545.74,81.31
Maharashtra,2013,Cotton,22.4,1091.4,73.1,6.53,30.2,49.7,10.2,1.3,415.8,299.09,0.72
Punjab,2016,Wheat,36.8,2315.7,47.5,5.04,91.1,39.7,88.7,1.05,171.5,108.16,0.63
Uttar Pradesh,2021,Wheat,15.1,459.1,32.9,6.04,120.5,77.9,17.1,2.03,232.5,831.9,3.58
Punjab,2014,Sugarcane,15.5,705.0,84.2,5.23,143.5,44.6,69.0,2.15,445.8,12049.21,27.03
Karnataka,2014,Soybean,26.6,204.9,59.0,5.56,110.8,56.0,23.6,0.37,403.1,521.79,1.29
Maharashtra,2010,Rice,21.0,1998.9,46.9,7.33,32.9,11.1,15.6,0.84,476.3,707.31,1.48
West Bengal,2011,Cotton,32.2,1573.3,73.0,7.92,31.5,31.1,78.4,1.37,182.4,125.56,0.69
Karnataka,2014,Sugarcane,29.1,821.6,83.2,4.59,115.1,72.2,52.0,0.93,76.4,2661.08,34.83
Rajasthan,2022,Sugarcane,16.9,451.3,30.0,6.76,48.0,63.1,63.9,2.0,455.3,13069.92,28.71
Maharashtra,2012,Groundnut,19.1,148.4,71.3,4.64,78.1,47.6,48.3,0.46,247.1,141.02,0.57
Haryana,2023,Wheat,24.7,458.5,76.0,4.84,147.0,73.0,16.0,2.03,444.8,1203.15,2.7
Maharashtra,2022,Cotton,19.6,1160.5,42.6,7.32,126.6,44.0,76.6,1.62,366.3,671.69,1.83
Haryana,2011,Rice,34.8,655.6,59.4,7.44,130.1,49.7,83.8,0.87,437.5,1619.87,3.7
Madhya Pradesh,2023,Wheat,25.4,684.5,35.4,7.76,131.9,36.8,13.7,0.99,327.7,1010.99,3.09
Uttar Pradesh,2023,Sugarcane,17.3,2195.2,74.8,6.4,100.5,53.4,43.8,0.62,406.4,16157.99,39.76
Gujarat,2013,Wheat,27.1,1312.1,80.8,7.94,116.7,32.3,60.2,0.78,61.0,90.38,1.48
Maharashtra,2013,Wheat,17.3,1836.7,36.5,5.17,66.7,37.0,64.5,1.85,484.2,380.82,0.79
Tamil Nadu,2013,Maize,18.2,137.5,79.0,5.5,149.8,77.6,62.0,1.06,91.3,221.78,2.43
Rajasthan,2013,Wheat,21.0,944.7,76.3,5.04,56.4,17.8,72.4,1.78,13.2,17.72,1.34
Karnataka,2012,Soybean,36.5,1224.0,50.8,7.69,96.7,17.4,97.0,1.38,265.9,347.37,1.31
Rajasthan,2022,Wheat,38.1,506.7,71.4,5.41,56.7,13.0,45.2,0.53,356.2,238.43,0.67
Punjab,2021,Soybean,35.7,344.5,30.0,5.12,34.6,32.4,60.1,1.35,358.5,216.16,0.6
Gujarat,2016,Cotton,23.4,2182.2,85.9,6.99,93.8,37.9,72.9,1.94,170.3,134.29,0.79
Punjab,2018,Wheat,21.8,2351.6,63.0,4.81,65.9,16.6,63.3,0.88,377.2,271.76,0.72
Madhya Pradesh,2021,Rice,28.7,243.1,67.2,4.68,95.8,48.4,44.8,1.69,421.4,611.81,1.45
Gujarat,2014,Soybean,33.0,905.1,69.9,4.93,92.6,50.8,66.2,0.66,305.4,411.26,1.35
Gujarat,2013,Soybean,39.8,2397.8,63.7,4.5,90.5,62.6,68.5,0.51,193.6,87.28,0.45
Punjab,2020,Sugarcane,18.3,253.7,81.4,7.29,36.0,78.3,62.6,1.03,307.2,8816.46,28.7
Haryana,2011,Cotton,16.2,1626.9,66.6,6.75,77.2,53.4,28.5,1.1,431.3,229.75,0.53
Punjab,2011,Wheat,32.4,2431.9,84.5,5.34,125.6,17.8,55.5,1.95,450.3,376.84,0.84
Rajasthan,2014,Groundnut,35.8,2446.6,64.9,5.43,61.0,16.2,89.6,1.26,16.7,6.57,0.39
Haryana,2016,Rice,36.2,1204.5,40.3,7.74,77.7,64.4,88.2,0.39,62.1,208.64,3.36
Rajasthan,2019,Sugarcane,32.0,448.7,84.8,6.51,84.2,55.5,77.6,1.66,3.3,202.08,62.13
Madhya Pradesh,2019,Cotton,38.9,545.1,70.9,7.29,132.2,21.3,72.7,1.28,246.7,423.72,1.72
Karnataka,2018,Soybean,27.8,2229.5,72.0,6.31,105.2,27.7,23.8,0.96,218.8,138.88,0.63
West Bengal,2022,Rice,37.8,2283.6,89.1,5.45,33.0,62.5,51.4,2.05,273.4,381.5,1.4
Haryana,2016,Wheat,39.2,1539.3,34.5,8.38,132.5,49.6,20.0,0.56,342.1,229.85,0.67
Madhya Pradesh,2014,Groundnut,36.2,1927.1,55.7,6.76,128.2,51.0,83.6,2.3,183.5,171.56,0.93
Tamil Nadu,2019,Maize,22.7,1862.8,44.3,5.02,118.0,24.7,36.2,0.97,105.1,125.24,1.19
Madhya Pradesh,2019,Maize,19.9,1671.5,67.8,6.12,80.6,54.0,79.0,1.26,198.0,515.37,2.6
Punjab,2019,Cotton,28.7,2076.8,78.4,5.82,118.5,63.9,83.3,2.34,5.5,6.59,1.2
Punjab,2015,Groundnut,26.3,1729.2,88.0,5.36,82.2,72.0,90.3,1.95,414.9,230.28,0.56
West Bengal,2020,Rice,36.9,1358.3,57.3,8.23,115.8,61.6,77.8,0.37,192.5,536.07,2.79
Madhya Pradesh,2021,Sugarcane,17.5,630.5,77.2,8.02,134.4,50.3,60.8,1.53,311.8,10207.07,32.74
